"PK_ACTVTY";"FPK_NATURA";"SITECODE";"ACT_CODE";"DESCRIPT_FR";"IN_OUT";"INTENSITY";"INFLUENCE";"POLLUTION";"HABITATS";"ESPECES"
"70368";"8270";"FR7300944";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"70369";"8270";"FR7300944";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"70370";"8270";"FR7300944";"H06.01";"Nuisance et pollution sonores";"I";"M";"-";;;
"70371";"8270";"FR7300944";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"H";"-";;;
"70372";"8270";"FR7300944";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"L";"-";;;
"70373";"8271";"FR7301631";"G01.01";"Sports nautiques";"I";"M";"-";;;
"70374";"8271";"FR7301631";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"B";"M";"-";;;
"70375";"8271";"FR7301631";"A08";"Fertilisation";"B";"M";"-";;;
"70376";"8271";"FR7301631";"G05.01";"Piétinement, surfréquentation";"B";"M";"-";;;
"70377";"8271";"FR7301631";"G01.04";"Alpinisme, escalade, spéléologie";"O";"M";"-";;;
"70378";"8271";"FR7301631";"G05.08";"Fermeture de grottes ou de galeries ";"O";"M";"-";;;
"70379";"8271";"FR7301631";"K01.02";"Envasement";"I";"M";"-";;;
"70380";"8271";"FR7301631";"A10.01";"Elimination des haies et bosquets ou des broussailles";"B";"L";"-";;;
"70381";"8271";"FR7301631";"B02.04";"Elimination des arbres morts ou dépérissants";"B";"L";"-";;;
"70382";"8271";"FR7301631";"H01.01";"Pollution des eaux de surface par des installations industrielles";"B";"M";"-";;;
"70383";"8271";"FR7301631";"H01.05";"Pollution diffuse des eaux de surface due aux activités agricoles ou forestières";"B";"M";"-";;;
"70384";"8271";"FR7301631";"H06.02";"Pollution lumineuse";"B";"M";"-";;;
"70385";"8271";"FR7301631";"K01.01";"Erosion";"B";"M";"-";;;
"70386";"8271";"FR7301631";"G05.11";"Mort ou blessure d'animaux par collision";"O";"M";"-";;;
"70387";"8271";"FR7301631";"A03.03";"Abandon / Absence de fauche";"I";"L";"-";;;
"62565";"7710";"FR2100320";"B";"Sylviculture et opérations forestières";"I";"M";"-";;;
"62566";"7710";"FR2100320";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"M";"-";;;
"62567";"7710";"FR2100320";"F03.01";"Chasse";"I";"M";"-";;;
"62568";"7710";"FR2100320";"A03";"Fauche de prairies";"I";"M";"+";;;
"62569";"7710";"FR2100320";"G02.09";"Observation d'animaux sauvages";"I";"L";"-";;;
"62570";"7710";"FR2100320";"F02";"Pêche et récolte de ressources aquatiques";"I";"M";"-";;;
"62571";"7710";"FR2100320";"D02.02";"Canalisations (gaz, pétrole…)";"I";"L";"-";;;
"62572";"7710";"FR2100320";"A04";"Pâturage";"I";"M";"+";;;
"62573";"7711";"FR2100322";"A11";"Autres activités agricoles";"I";"L";"x";;;
"62574";"7711";"FR2100322";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"62575";"7711";"FR2100322";"F03.01";"Chasse";"I";"L";"x";;;
"62576";"7711";"FR2100322";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"L";"-";;;
"71289";"8335";"FR9101439";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"I";"N";"x";;;
"71290";"8335";"FR9101439";"E01";"Zones urbanisées, habitations";"I";"N";"x";;;
"71291";"8335";"FR9101439";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"N";"x";;;
"62585";"7714";"FR2100331";"B";"Sylviculture et opérations forestières";"I";"H";"-";;;
"62586";"7714";"FR2100331";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"62587";"7714";"FR2100331";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"62588";"7714";"FR2100331";"F03.01";"Chasse";"I";"M";"-";;;
"62589";"7714";"FR2100331";"G01.01";"Sports nautiques";"I";"H";"-";;;
"62590";"7714";"FR2100331";"G02";"Structures de sports et de loisirs";"I";"H";"-";;;
"62591";"7714";"FR2100331";"G05";"Autres intrusions et perturbations humaines";"I";"H";"-";;;
"62592";"7714";"FR2100331";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"71292";"8335";"FR9101439";"F03.01";"Chasse";"I";"N";"x";;;
"71293";"8335";"FR9101439";"K01.01";"Erosion";"I";"N";"x";;;
"71294";"8335";"FR9101439";"L09";"Incendie (naturel)";"I";"N";"x";;;
"71295";"8335";"FR9101439";"M01.02";"Sécheresses et diminution des précipitations";"I";"M";"-";;;
"71296";"8336";"FR9101440";"A08";"Fertilisation";"B";"H";"-";;;
"71297";"8336";"FR9101440";"E01";"Zones urbanisées, habitations";"B";"H";"-";;;
"71298";"8336";"FR9101440";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"H";"-";;;
"62600";"7716";"FR2100333";"D01.02";"Routes, autoroutes";"I";"L";"x";;;
"62601";"7716";"FR2100333";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"62602";"7716";"FR2100333";"F03.01";"Chasse";"I";"N";"x";;;
"62603";"7716";"FR2100333";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"62604";"7716";"FR2100333";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"62605";"7717";"FR2100335";"A08";"Fertilisation";"I";"M";"x";;;
"62606";"7717";"FR2100335";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"62607";"7717";"FR2100335";"F01";"Aquaculture (eau douce et marine)";"I";"H";"x";;;
"62608";"7717";"FR2100335";"F02.03";"Pêche de loisirs";"I";"L";"x";;;
"62609";"7717";"FR2100335";"F03.01";"Chasse";"I";"H";"x";;;
"62610";"7717";"FR2100335";"G01.01";"Sports nautiques";"I";"L";"x";;;
"62611";"7717";"FR2100335";"G05.01";"Piétinement, surfréquentation";"I";"L";"x";;;
"71299";"8336";"FR9101440";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"H";"-";;;
"71300";"8336";"FR9101440";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"62614";"7719";"FR2100340";"F04.01";"Pillage de stations floristiques";"I";"N";"x";;;
"62615";"7719";"FR2100340";"G01.03";"Véhicules motorisés";"I";"N";"x";;;
"62616";"7719";"FR2100340";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"x";;;
"62617";"7719";"FR2100340";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"62618";"7719";"FR2100340";"H04";"Pollution de l'air et polluants atmosphériques";"I";"M";"x";;;
"62619";"7719";"FR2100340";"H05";"Pollution des sols et déchets solides (hors décharges)";"I";"N";"x";;;
"62620";"7719";"FR2100340";"H06.01";"Nuisance et pollution sonores";"I";"L";"x";;;
"71301";"8336";"FR9101440";"D03";"Voies de navigation, ports et constructions maritimes";"I";"M";"-";;;
"71302";"8336";"FR9101440";"G05.02";"Abrasion / dégradation physique des fonds marins";"I";"M";"-";;;
"71303";"8336";"FR9101440";"K01.04";"Submersion";"I";"M";"-";;;
"62669";"7724";"FR2502001";"B";"Sylviculture et opérations forestières";"I";"M";"+";;;
"62670";"7724";"FR2502001";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"M";"-";;;
"62671";"7724";"FR2502001";"E03.01";"Dépôts de déchets ménagers / liés aux installations récréatives";"I";"L";"-";;;
"62672";"7724";"FR2502001";"F03.02.01";"Collecte d'animaux (insectes, reptiles, amphibiens, ...)";"I";"L";"-";;;
"62673";"7724";"FR2502001";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"-";;;
"62674";"7724";"FR2502001";"G05.01";"Piétinement, surfréquentation";"I";"L";"-";;;
"62675";"7724";"FR2502001";"D01.03";"Parking et aires de stationnements";"I";"M";"-";;;
"62676";"7724";"FR2502001";"D01.02";"Routes, autoroutes";"I";"M";"-";;;
"62677";"7725";"FR2502019";"D03.01";"Zones portuaires";"O";"N";"x";;;
"62678";"7725";"FR2502019";"D03.02";"Voies de navigation";"I";"L";"-";;;
"62679";"7725";"FR2502019";"F02.02";"Pêche professionnelle active (arts trainants)";"O";"L";"-";;;
"62680";"7725";"FR2502019";"F02.03";"Pêche de loisirs";"O";"L";"-";;;
"62681";"7725";"FR2502019";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"O";"N";"x";;;
"62682";"7725";"FR2502019";"G01.01";"Sports nautiques";"O";"L";"-";;;
"62683";"7725";"FR2502019";"F02.03";"Pêche de loisirs";"B";"L";"-";;;
"62684";"7725";"FR2502019";"G04.01";"Manœuvres militaires";"B";"L";"-";;;
"62685";"7725";"FR2502019";"F02.01";"Pêche professionnelle passive (arts dormants)";"I";"L";"-";;;
"62686";"7725";"FR2502019";"F02.02";"Pêche professionnelle active (arts trainants)";"I";"M";"-";;;
"62687";"7725";"FR2502019";"G04.01";"Manœuvres militaires";"O";"L";"-";;;
"62688";"7725";"FR2502019";"D03";"Voies de navigation, ports et constructions maritimes";"O";"L";"-";;;
"62689";"7725";"FR2502019";"G02.10";"Autres sports et complexes de loisirs";"O";"L";"-";;;
"62690";"7725";"FR2502019";"H07";"Autres formes de pollution";"B";"L";"-";;;
"62691";"7726";"FR2600956";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"H";"-";;;
"62692";"7726";"FR2600956";"A11";"Autres activités agricoles";"O";"M";"x";;;
"62693";"7726";"FR2600956";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"M";"-";;;
"62694";"7726";"FR2600956";"C01.01.01";"Carrières de sable et graviers";"I";"L";"-";;;
"62695";"7726";"FR2600956";"C01.01.01";"Carrières de sable et graviers";"O";"L";"x";;;
"62696";"7726";"FR2600956";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"O";"M";"x";;;
"62697";"7726";"FR2600956";"D01.02";"Routes, autoroutes";"O";"M";"x";;;
"62698";"7726";"FR2600956";"E01.01";"Urbanisation continue";"O";"M";"x";;;
"62699";"7726";"FR2600956";"E03.03";"Dépôts de matériaux inertes";"I";"L";"-";;;
"62700";"7726";"FR2600956";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"62701";"7726";"FR2600956";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"62702";"7726";"FR2600956";"G05.01";"Piétinement, surfréquentation";"I";"L";"-";;;
"62703";"7726";"FR2600956";"K05.01";"Diminution de la fécondité / dépression génétique chez les animaux (consanguinité)";"I";"M";"-";;;
"62704";"7726";"FR2600956";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"B";"H";"-";;;
"62705";"7726";"FR2600956";"A04.02";"Pâturage extensif";"I";"M";"+";;;
"62706";"7726";"FR2600956";"D01.02";"Routes, autoroutes";"B";"H";"-";;;
"71304";"8336";"FR9101440";"A03.03";"Abandon / Absence de fauche";"I";"M";"-";;;
"71305";"8336";"FR9101440";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"71306";"8336";"FR9101440";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"B";"H";"-";;;
"71307";"8336";"FR9101440";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"71308";"8336";"FR9101440";"K01.05";"Salinisation des sols";"I";"M";"-";;;
"71309";"8336";"FR9101440";"D01.04";"Voie ferrée, TGV";"I";"M";"-";;;
"71310";"8336";"FR9101440";"E03";"Décharges";"I";"M";"-";;;
"71311";"8336";"FR9101440";"K01.02";"Envasement";"I";"M";"-";;;
"71312";"8336";"FR9101440";"C01.05";"Salines";"I";"H";"+";;;
"71361";"8342";"FR9102016";"D02.01";"Lignes électriques et téléphoniques";"B";"M";"-";;;
"71362";"8342";"FR9102016";"D03.02";"Voies de navigation";"B";"M";"-";;;
"71363";"8343";"FR9301499";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"71364";"8343";"FR9301499";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"71365";"8343";"FR9301499";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"M";"-";;;
"71366";"8344";"FR9301502";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"71367";"8344";"FR9301502";"A04";"Pâturage";"I";"H";"+";;;
"71368";"8344";"FR9301502";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"71369";"8344";"FR9301502";"A09";"Irrigation";"I";"L";"-";;;
"71370";"8344";"FR9301502";"B01";"Plantation forestière en milieu ouvert";"I";"L";"-";;;
"71371";"8344";"FR9301502";"B02.01";"Replantation d'arbres dans une plantation forestière (après éclaircie…)";"I";"H";"-";;;
"71372";"8344";"FR9301502";"C01.01";"Extraction de sable et graviers";"I";"M";"-";;;
"71373";"8344";"FR9301502";"C01.01.01";"Carrières de sable et graviers";"I";"M";"-";;;
"71374";"8344";"FR9301502";"D01";"Routes, sentiers et voies ferrées";"I";"H";"-";;;
"71375";"8344";"FR9301502";"D02.01";"Lignes électriques et téléphoniques";"I";"M";"-";;;
"71376";"8344";"FR9301502";"E01.01";"Urbanisation continue";"I";"L";"-";;;
"71377";"8344";"FR9301502";"E01.03";"Habitations dispersées";"I";"L";"x";;;
"71378";"8344";"FR9301502";"E02";"Zones industrielles ou commerciales";"I";"L";"x";;;
"71379";"8344";"FR9301502";"E03";"Décharges";"I";"M";"-";;;
"71380";"8344";"FR9301502";"F01";"Aquaculture (eau douce et marine)";"I";"L";"x";;;
"71381";"8344";"FR9301502";"F03.01";"Chasse";"I";"L";"x";;;
"71382";"8344";"FR9301502";"F03.02.01";"Collecte d'animaux (insectes, reptiles, amphibiens, ...)";"I";"M";"-";;;
"71383";"8344";"FR9301502";"F04.01";"Pillage de stations floristiques";"I";"M";"-";;;
"71384";"8344";"FR9301502";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"L";"x";;;
"71385";"8344";"FR9301502";"G02";"Structures de sports et de loisirs";"I";"L";"x";;;
"71386";"8344";"FR9301502";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"71387";"8344";"FR9301502";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"71388";"8344";"FR9301502";"J02.03";"Canalisation et dérivation des eaux";"I";"H";"-";;;
"71389";"8344";"FR9301502";"J02.05";"Modifications du fonctionnement hydrographique";"I";"H";"-";;;
"71390";"8344";"FR9301502";"J02.12";"Endigages, remblais, plages artificielles";"I";"M";"-";;;
"71391";"8344";"FR9301502";"K01.01";"Erosion";"I";"L";"-";;;
"71392";"8344";"FR9301502";"K04.01";"Compétition (flore)";"I";"H";"-";;;
"71393";"8344";"FR9301502";"L";"Evénements géologiques, catastrophes naturelles";"I";"H";"-";;;
"71397";"8346";"FR9301509";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"-";;;
"71398";"8346";"FR9301509";"A04";"Pâturage";"I";"H";"+";;;
"71399";"8346";"FR9301509";"B";"Sylviculture et opérations forestières";"I";"M";"x";;;
"71400";"8346";"FR9301509";"D01";"Routes, sentiers et voies ferrées";"I";"L";"x";;;
"71401";"8346";"FR9301509";"F02.03";"Pêche de loisirs";"I";"M";"x";;;
"52847";"6816";"FR4100191";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"L";"-";;;
"52848";"6816";"FR4100191";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"O";"L";"-";;;
"52849";"6816";"FR4100191";"A04";"Pâturage";"O";"M";"+";;;
"52850";"6816";"FR4100191";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"L";"-";;;
"52851";"6816";"FR4100191";"A10";"Remembrement agricole";"O";"L";"-";;;
"52852";"6816";"FR4100191";"A10.01";"Elimination des haies et bosquets ou des broussailles";"O";"L";"-";;;
"52853";"6816";"FR4100191";"B";"Sylviculture et opérations forestières";"I";"M";"x";;;
"52854";"6816";"FR4100191";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"O";"L";"-";;;
"52855";"6816";"FR4100191";"B02.04";"Elimination des arbres morts ou dépérissants";"O";"L";"-";;;
"52856";"6816";"FR4100191";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"O";"L";"-";;;
"52857";"6816";"FR4100191";"D01.02";"Routes, autoroutes";"O";"L";"-";;;
"52858";"6816";"FR4100191";"D01.04";"Voie ferrée, TGV";"O";"L";"-";;;
"52859";"6816";"FR4100191";"E01.01";"Urbanisation continue";"O";"L";"-";;;
"52860";"6816";"FR4100191";"E02";"Zones industrielles ou commerciales";"O";"L";"-";;;
"52861";"6816";"FR4100191";"E03";"Décharges";"O";"L";"-";;;
"52862";"6816";"FR4100191";"G01.04";"Alpinisme, escalade, spéléologie";"I";"L";"-";;;
"52863";"6816";"FR4100191";"G05";"Autres intrusions et perturbations humaines";"I";"L";"-";;;
"52864";"6816";"FR4100191";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"52865";"6816";"FR4100191";"H";"Pollution";"O";"L";"-";;;
"52866";"6816";"FR4100191";"K01.01";"Erosion";"I";"M";"x";;;
"52867";"6816";"FR4100191";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"B";"M";"-";;;
"52868";"6817";"FR4100192";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"52869";"6817";"FR4100192";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"O";"L";"-";;;
"52870";"6817";"FR4100192";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"O";"L";"-";;;
"52871";"6817";"FR4100192";"A04";"Pâturage";"O";"L";"+";;;
"52872";"6817";"FR4100192";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"O";"L";"-";;;
"52873";"6817";"FR4100192";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"L";"-";;;
"52874";"6817";"FR4100192";"A08";"Fertilisation";"I";"H";"-";;;
"52875";"6817";"FR4100192";"A10";"Remembrement agricole";"O";"L";"-";;;
"52876";"6817";"FR4100192";"A10.01";"Elimination des haies et bosquets ou des broussailles";"O";"L";"-";;;
"52877";"6817";"FR4100192";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"52878";"6817";"FR4100192";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"O";"L";"-";;;
"52879";"6817";"FR4100192";"B02.03";"Elimination du sous-bois";"O";"L";"-";;;
"52880";"6817";"FR4100192";"B02.04";"Elimination des arbres morts ou dépérissants";"O";"L";"-";;;
"52881";"6817";"FR4100192";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"O";"L";"-";;;
"52882";"6817";"FR4100192";"D01.02";"Routes, autoroutes";"O";"L";"-";;;
"52883";"6817";"FR4100192";"D01.04";"Voie ferrée, TGV";"O";"L";"-";;;
"52884";"6817";"FR4100192";"D02.09";"Autres formes de transport d'énergie";"O";"L";"-";;;
"52885";"6817";"FR4100192";"D04.02";"Aérodromes, héliports";"O";"L";"-";;;
"52886";"6817";"FR4100192";"E01.01";"Urbanisation continue";"O";"L";"-";;;
"52887";"6817";"FR4100192";"E02";"Zones industrielles ou commerciales";"O";"L";"-";;;
"52888";"6817";"FR4100192";"E03";"Décharges";"O";"L";"-";;;
"52889";"6817";"FR4100192";"F03.01";"Chasse";"I";"H";"x";;;
"52890";"6817";"FR4100192";"G05.04";"Vandalisme";"I";"L";"-";;;
"52891";"6817";"FR4100192";"H";"Pollution";"O";"L";"-";;;
"52892";"6818";"FR4100213";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"52893";"6818";"FR4100213";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"H";"-";;;
"52894";"6818";"FR4100213";"B";"Sylviculture et opérations forestières";"I";"L";"x";;;
"52895";"6818";"FR4100213";"F03.01";"Chasse";"I";"L";"x";;;
"52896";"6818";"FR4100213";"K02";"Evolution biocénotique, succession végétale";"I";"H";"-";;;
"52897";"6819";"FR4100214";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"B";"H";"-";;;
"52898";"6819";"FR4100214";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"B";"H";"-";;;
"52899";"6819";"FR4100214";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"M";"-";;;
"52900";"6819";"FR4100214";"A10.01";"Elimination des haies et bosquets ou des broussailles";"I";"M";"-";;;
"52901";"6819";"FR4100214";"F03.01";"Chasse";"I";"L";"x";;;
"52902";"6819";"FR4100214";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"H";"-";"P";;
