"PK_DESIGR";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"DES_SITE";"OVERLAP";"OVERLAP_P";"NM_SPN";"PARENT_ISO"
"17549";"8401";"FR9301622";"32";"Site classé selon la loi de 1930";"Rocher de Roquebrune";"*";"2";;"FRA"
"17550";"8401";"FR9301622";"36";"Réserve naturelle nationale";"Plaine des Maures";"*";"98";"FR3600171";"FRA"
"17551";"8402";"FR9301624";"11";"Terrain acquis par le Conservatoire du Littoral";"(nom du site inconnu)";"*";"1";;"FRA"
"17552";"8402";"FR9301624";"31";"Site inscrit selon la loi de 1930";"(nom du site inconnu)";"*";"2";;"FRA"
"17553";"8402";"FR9301624";"32";"Site classé selon la loi de 1930";"Corniche des Maures";"*";"1";;"FRA"
"17554";"8402";"FR9301624";"32";"Site classé selon la loi de 1930";"LES TROIS CAPS MERIDIONAUX, D.P.M. ET ARRIERE PAYS";"*";"4";;"FRA"
"17555";"8402";"FR9301624";"79";"Autres désignations internationales";"PELAGOS : sanctuaire mammiferes marins";"-";"100";;"INT"
"17556";"8404";"FR9301626";"32";"Site classé selon la loi de 1930";"Rocher de Roquebrune";"*";"1";;"FRA"
"17557";"8404";"FR9301626";"32";"Site classé selon la loi de 1930";"Vallon de l'abbaye du Thoronet";"*";"4";;"FRA"
"17558";"8405";"FR9301627";"11";"Terrain acquis par le Conservatoire du Littoral";"ETANGS DE VILLEPEY";"*";"17";"FR1100232";"FRA"
"17559";"8406";"FR9301628";"32";"Site classé selon la loi de 1930";"MASSIF DE L'ESTEREL ORIENTAL";"*";"56";;"FRA"
"17560";"8406";"FR9301628";"79";"Autres désignations internationales";"PELAGOS : sanctuaire mammiferes marins";"-";"100";;"INT"
"17561";"8408";"FR9302003";"32";"Site classé selon la loi de 1930";"GORGES DE LA NESQUE ET LEURS ABORDS";"*";"32";;"FRA"
"17562";"8408";"FR9302003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Gorges de la Nesque";"*";"29";"FR3800159";"FRA"
"17563";"8409";"FR9302007";"80";"Parc naturel régional";"Verdon";"-";"100";"FR8000033";"FRA"
"17564";"8410";"FR9302008";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Luberon Oriental";"*";"1";"FR3800532";"FRA"
"17565";"8410";"FR9302008";"68";"Réserve de Biosphère";"Réserve de Biosphère du Luberon";"*";"60";;"INT"
"17566";"8410";"FR9302008";"80";"Parc naturel régional";"Luberon";"*";"57";"FR8000003";"FRA"
"17567";"8412";"FR1100798";"36";"Réserve naturelle nationale";"Réserve Naturelle Nationale de la Bassée";"+";"70";;"FRA"
"17568";"8417";"FR2100250";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Source de la Suize";;"26";"FR3800034";"FRA"
"17569";"8419";"FR2100271";"80";"Parc naturel régional";"Montagne de Reims";;"100";"FR8000024";"FRA"
"17570";"8423";"FR2200346";"50";"Réserve de chasse et de faune sauvage";"réserve de chasse et de faune sauvage du Hâble d'Ault";"+";;;"FRA"
"17571";"8423";"FR2200346";"31";"Site inscrit selon la loi de 1930";"Le littoral Picard";"*";;;"FRA"
"17572";"8423";"FR2200346";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Cordon de galets de La Mollière";"*";;"FR3800638";"FRA"
"17573";"8423";"FR2200346";"32";"Site classé selon la loi de 1930";"Marquenterre";"*";;;"FRA"
"17574";"8423";"FR2200346";"32";"Site classé selon la loi de 1930";"Pointe du Hourdel et Cap Hornu";"*";;;"FRA"
"17575";"8423";"FR2200346";"72";"Zone humide protégée par la convention de Ramsar";"Baie de Somme";"*";;"FR7200018";"INT"
"17576";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"Baie d'Authie";"/";"0";;"FRA"
"17577";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"baie de Somme";"*";"0";;"FRA"
"17578";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"DUNES DE L'AUTHIE";"+";"1";"FR1100002";"FRA"
"17579";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"HABLE D'AULT";"+";"0";"FR1100007";"FRA"
"17580";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"LE MARQUENTERRE";"+";"2";"FR1100004";"FRA"
"17581";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"Le Royon";"*";"0";;"FRA"
"17582";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"Mollière de Lecluse";"+";"0";;"FRA"
"17583";"8423";"FR2200346";"11";"Terrain acquis par le Conservatoire du Littoral";"Parc du Marquenterre";"+";"1";;"FRA"
"17584";"8423";"FR2200346";"36";"Réserve naturelle nationale";"Baie de Somme";"+";"21";"FR3600118";"FRA"
"17585";"8424";"FR2200357";"31";"Site inscrit selon la loi de 1930";"Suzanne - Ensemble formé par le village, le château et son parc";"*";;;"FRA"
"17586";"8426";"FR2200380";"80";"Parc naturel régional";"Oise-Pays de France";"-";"100";"FR8000043";"FRA"
"17587";"8426";"FR2200380";"32";"Site classé selon la loi de 1930";"Forêt d'Halatte et ses glacis agricoles";"*";"54";;"FRA"
"17588";"8426";"FR2200380";"32";"Site classé selon la loi de 1930";"Domaine de Chantilly";"*";"1";;"FRA"
"17589";"8426";"FR2200380";"32";"Site classé selon la loi de 1930";"Domaine de Valliere";"*";"4";;"FRA"
"17590";"8426";"FR2200380";"32";"Site classé selon la loi de 1930";"Forêt d'Ermenonville, de Pontarmé, de Haute Pommeraie";"*";"39";;"FRA"
"17591";"8426";"FR2200380";"31";"Site inscrit selon la loi de 1930";"Vallée de la Nonette";"-";"100";;"FRA"
"17592";"8426";"FR2200380";"31";"Site inscrit selon la loi de 1930";"Mont Calipet";"*";"51";;"FRA"
"17593";"8427";"FR2200390";"36";"Réserve naturelle nationale";"Marais de Vesles-et-Caumont";"+";;"FR3600134";"FRA"
"17594";"8428";"FR2200566";"31";"Site inscrit selon la loi de 1930";"Vallée de la Nonette";"*";"100";;"FRA"
"17595";"8428";"FR2200566";"80";"Parc naturel régional";"Oise-Pays de France";"*";;"FR8000043";"FRA"
"17596";"8432";"FR2500119";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La rivière l'Andainette";"*";"14";"FR3800326";"FRA"
"17597";"8432";"FR2500119";"80";"Parc naturel régional";"Normandie Maine";"-";"100";"FR8000026";"FRA"
"17598";"8433";"FR2612002";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"Réserve de chasse du DPF de Digoin et Marcigny";;;;"FRA"
"17599";"8434";"FR2612010";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La frayère d'alose";;"1";"FR3800325";"FRA"
"17600";"8434";"FR2612010";"93";"Réserve naturelle régionale";"Loire bourguignonne";"+";"8";;"FRA"
"17601";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"COTEAUX CALCAIRES DE WAVRANS SUR L'AA";"+";"5";;"FRA"
"17602";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"LANDES ET BOIS COMMUNAUX DE RACQUINGHEM";"+";"5";;"FRA"
"17603";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"LANDES ETANGS ET BOIS COMMUNAUX D'HELFAUT";"*";"14";;"FRA"
"17604";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"LANDES MARES ET BOIS COMMUNAUX DE BLENDECQUES";"*";"5";;"FRA"
"17605";"8435";"FR3100487";"37";"Réserve naturelle volontaire";"LANDES MARES PRAIRIES ET BOIS COMMUNAUX D'HEURINGHEM";"*";"14";;"FRA"
"17606";"8435";"FR3100487";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Landes du plateau d'Helfaut";"*";"50";"FR3800334";"FRA"
"17607";"8435";"FR3100487";"80";"Parc naturel régional";"NORD PAS DE CALAIS";"*";"75";;"FRA"
"17608";"8436";"FR3100495";"37";"Réserve naturelle volontaire";"ROMELAERE";"/";"0";;"FRA"
"17609";"8436";"FR3100495";"80";"Parc naturel régional";"NORD PAS DE CALAIS";"-";"100";;"FRA"
"17610";"8437";"FR4100167";"36";"Réserve naturelle nationale";"Pelouses de Montenach (Bail emphytéotique au profit du CEN Lorrai";"+";"18";;"FRA"
"17611";"8437";"FR4100167";"N36";;"Buxaie du Palmbusch à Rettel (convention privé / CEN Lorraine)";"+";"1";;
"17612";"8437";"FR4100167";"N36";;"Stomberg à Contz-les-Bains (Bail emphytéotique au profit du CEN L";"+";"4";;
"17613";"8437";"FR4100167";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Pelouse du Hammelsberg à Apach (Bail emphytéotique au profit du C";"+";"6";;"FRA"
"17614";"8438";"FR4100170";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Pelouses de Klang";"+";"25";;"FRA"
"17615";"8438";"FR4100170";"31";"Site inscrit selon la loi de 1930";"Vallée de la Canner";"*";"1";;"FRA"
"17616";"8438";"FR4100170";"31";"Site inscrit selon la loi de 1930";"ZNIEFF 01862 Anciennes carrières de gypse";"*";"43";;"FRA"
"17617";"8438";"FR4100170";"31";"Site inscrit selon la loi de 1930";"ZNIEFF 30065 Bois de Klang";"*";"26";;"FRA"
"17618";"8438";"FR4100170";"31";"Site inscrit selon la loi de 1930";"ZNIEFF 30068 Vallée de la Canner et affluents";"*";"24";;"FRA"
"17619";"8439";"FR4100179";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de Magnières";;"66";;"FRA"
"17620";"8439";"FR4100179";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de St-Piéremont";;"34";;"FRA"
"17621";"8440";"FR4100189";"80";"Parc naturel régional";"Lorraine";"-";"100";"FR8000020";"FRA"
"17622";"8441";"FR4100232";"80";"Parc naturel régional";"Lorraine";"*";"70";"FR8000020";"FRA"
"17623";"8442";"FR4100234";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Acquisition CEN Lorraine ""Prairies humides"" :110 ha (2018)";"+";"5";;"FRA"
"17624";"8443";"FR4100240";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Pelouse de Jezainville";"+";"2";;"FRA"
"17625";"8443";"FR4100240";"80";"Parc naturel régional";"Lorraine";;"95";"FR8000020";"FRA"
"17626";"8445";"FR4100243";"31";"Site inscrit selon la loi de 1930";"Site inscrit de de Belbriette";;;;"FRA"
"17627";"8445";"FR4100243";"80";"Parc naturel régional";"Ballons des Vosges";"-";"100";"FR8000006";"FRA"
"17628";"8450";"FR4201813";"21";"Forêt domaniale";"Forêt domaniale de la Hardt Nord et du Kastenwald";;"56";;"FRA"
"17629";"8450";"FR4201813";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales de Balgau, Dessenheim, d'Oberhergheim...";;"35";;"FRA"
"17630";"8450";"FR4201813";"29";"Réserve biologique";"Réserve biologique domaniale de la Hardt Nord";;"1";;"FRA"
"17631";"8450";"FR4201813";"31";"Site inscrit selon la loi de 1930";"Forêt du Hardwald";;"5";;"FRA"
"17632";"8450";"FR4201813";"37";"Réserve naturelle volontaire";"Réserve Naturelle Volontaire de la Forêt Méquillet";;"4";;"FRA"
"17633";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"CHATEAU MIRABEAU A NANS-SOUS-SAINTE-ANNE";"+";"0";;"FRA"
"17634";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"GORGES DU RUISSEAU D'AMONDANS ET DE MALANS";"+";"0";;"FRA"
"17635";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"HAUTE ET MOYENNE VALLEE DE LA LOUE";"*";"55";;"FRA"
"17636";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"LA LOUE ET SES RIVES A RENNES-SUR-LOUE";"+";"0";;"FRA"
"17637";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"SITE DES ROCHERS DE HAUTEPIERRE-LE-CHATELET";"+";"0";;"FRA"
"17638";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"SITE DU LISON A NANS-SOUS-SAINTE-ANNE";"+";"1";;"FRA"
"17639";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"SITE DU VILLAGE DE MOUTIER-HAUTE-PIERRE";"*";"3";;"FRA"
"17640";"8451";"FR4301291";"31";"Site inscrit selon la loi de 1930";"SOURCE DU VERNEAU A NANS-SOUS-SAINTE-ANNE";"+";"0";;"FRA"
"17641";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"CASTEL SAINT-DENIS A CHASSAGNE";"*";"0";;"FRA"
"17642";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"FALAISES D'ORNANS ET VALLEE DE LA BREME";"*";"10";;"FRA"
"17643";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"GORGES DE NOUAILLES ET SOURCES DE LA LOUE A M";"*";"1";;"FRA"
"17644";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"GOUR DE CONCHE A MYON";"+";"0";;"FRA"
"17645";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"GROTTES DE CHENECEY-BUILLON";"+";"0";;"FRA"
"17646";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"PONT DU DIABLE A CROUZET-MIGETTE";"+";"0";;"FRA"
"17647";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"SOURCE DU LISON A NANS-SOUS-SAINTE-ANNE";"*";"0";;"FRA"
"17648";"8451";"FR4301291";"32";"Site classé selon la loi de 1930";"VIEUX PONT DE VUILLAFANS ET IMMEUBLES L'AVOIS";"+";"0";;"FRA"
"17649";"8451";"FR4301291";"36";"Réserve naturelle nationale";"Ravin de Valbois";"+";"1";"FR3600066";"FRA"
"17650";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"CASCADE DE WAROLY A MANCENANS-LIZERNE";"+";"0";;"FRA"
"17651";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"CIRQUE DE LA CONSOLATION";"+";"1";;"FRA"
"17652";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"FALAISE ET RAVIN DE MOUILLEVILLERS";"*";"0";;"FRA"
"17653";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"GROTTES DE L'ERMITAGE A MANCENANS-LIZERNE";"+";"0";;"FRA"
"17654";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"LES RIVES DU DESSOUBRE A ROSUREUX";"*";"0";;"FRA"
"17655";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"LES RUINES DU MOULIN DES EPAIS ROCHERS A PIER";"+";"1";;"FRA"
"17656";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"ROCHES DU BOURBET AUX BRESEUX";"+";"0";;"FRA"
"17657";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"RUISSEAU DU VAL A PIERREFONTAINE-LES-VARANS";"*";"0";;"FRA"
"17658";"8452";"FR4301298";"31";"Site inscrit selon la loi de 1930";"SOURCE DU MOULIN DE VERMONDANS A PLAIMBOIS-VE";"+";"0";;"FRA"
"17659";"8452";"FR4301298";"32";"Site classé selon la loi de 1930";"CHATEAU DE MONTJOIE";"+";"0";;"FRA"
"17660";"8452";"FR4301298";"32";"Site classé selon la loi de 1930";"GROTTES ET CHATEAU DE LA ROCHE A SAINT-HIPPOL";"+";"0";;"FRA"
"17661";"8452";"FR4301298";"32";"Site classé selon la loi de 1930";"SITE DE GIGOT A BRETONVILLERS";"+";"0";;"FRA"
"17662";"8452";"FR4301298";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêt communale du Russey";"*";"0";;"FRA"
"17663";"8453";"FR4301308";"80";"Parc naturel régional";"Haut-Jura";"-";"100";"FR8000015";"FRA"
"17664";"8453";"FR4301308";"N29";;"Bief février";"*";"18";;
"17665";"8453";"FR4301308";"72";"Zone humide protégée par la convention de Ramsar";"Tourbières et lacs de la Montagne jurassienne";"-";"100";;"INT"
"17666";"8454";"FR4310112";"31";"Site inscrit selon la loi de 1930";"TOURBIERE DE FRASNE";"+";"4";;"FRA"
"17667";"8454";"FR4310112";"31";"Site inscrit selon la loi de 1930";"TOURBIERE ET MARAIS DE L'ECOULANS A BOUVERANS";"*";"1";;"FRA"
"17668";"8454";"FR4310112";"31";"Site inscrit selon la loi de 1930";"Montagne du Larmont à la Cluse et Mijoux";"*";"3";;"FRA"
"17669";"8454";"FR4310112";"31";"Site inscrit selon la loi de 1930";"Lac Saint-point aux Grangettes";"*";"0";;"FRA"
"17670";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"CHATEAU MIRABEAU A NANS-SOUS-SAINTE-ANNE";"+";"0";;"FRA"
"17671";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"GORGES DU RUISSEAU D'AMONDANS ET DE MALANS";"+";"0";;"FRA"
"17672";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"HAUTE ET MOYENNE VALLEE DE LA LOUE";"*";"55";;"FRA"
"17673";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"LA LOUE ET SES RIVES A RENNES-SUR-LOUE";"+";"0";;"FRA"
"17674";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"SITE DES ROCHERS DE HAUTEPIERRE-LE-CHATELET";"+";"0";;"FRA"
"17675";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"SITE DU LISON A NANS-SOUS-SAINTE-ANNE";"+";"1";;"FRA"
"17676";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"SITE DU VILLAGE DE MOUTIER-HAUTE-PIERRE";"*";"3";;"FRA"
"17677";"8456";"FR4312009";"31";"Site inscrit selon la loi de 1930";"SOURCE DU VERNEAU A NANS-SOUS-SAINTE-ANNE";"+";"0";;"FRA"
"17678";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"CASTEL SAINT-DENIS A CHASSAGNE";"*";"0";;"FRA"
"17679";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"FALAISES D'ORNANS ET VALLEE DE LA BREME";"*";"10";;"FRA"
"17680";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"GORGES DE NOUAILLES ET SOURCES DE LA LOUE A M";"*";"1";;"FRA"
"17681";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"GOUR DE CONCHE A MYON";"*";"0";;"FRA"
"17682";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"GROTTES DE CHENECEY-BUILLON";"+";"0";;"FRA"
"17683";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"PONT DU DIABLE A CROUZET-MIGETTE";"+";"0";;"FRA"
"17684";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"SOURCE DU LISON A NANS-SOUS-SAINTE-ANNE";"+";"0";;"FRA"
"17685";"8456";"FR4312009";"32";"Site classé selon la loi de 1930";"VIEUX PONT DE VUILLAFANS ET IMMEUBLES L'AVOIS";"+";"0";;"FRA"
"17686";"8456";"FR4312009";"36";"Réserve naturelle nationale";"Ravin de Valbois";"+";"1";"FR3600066";"FRA"
"17687";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"CASCADE DE WAROLY A MANCENANS-LIZERNE";"+";"0";;"FRA"
"17688";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"FALAISE ET RAVIN DE MOUILLEVILLERS";"*";"0";;"FRA"
"17689";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"FALAISES DU MONT";"+";"1";;"FRA"
"17690";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"GROTTES DE L'ERMITAGE A MANCENANS-LIZERNE";"+";"0";;"FRA"
"17691";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"LES RIVES DU DESSOUBRE A ROSUREUX";"*";"0";;"FRA"
"17692";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"LES RUINES DU MOULIN DES EPAIS ROCHERS A PIER";"+";"1";;"FRA"
"17693";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"ROCHES DU BOURBET AUX BRESEUX";"+";"0";;"FRA"
"17694";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"RUISSEAU DU VAL A PIERREFONTAINE-LES-VARANS";"*";"0";;"FRA"
"17695";"8457";"FR4312017";"31";"Site inscrit selon la loi de 1930";"SOURCE DU MOULIN DE VERMONDANS A PLAIMBOIS-VE";"+";"0";;"FRA"
"17696";"8457";"FR4312017";"32";"Site classé selon la loi de 1930";"CHATEAU DE MONTJOIE";"+";"0";;"FRA"
"17697";"8457";"FR4312017";"32";"Site classé selon la loi de 1930";"GROTTES ET CHATEAU DE LA ROCHE A SAINT-HIPPOL";"+";"0";;"FRA"
"17698";"8457";"FR4312017";"32";"Site classé selon la loi de 1930";"SITE DE GIGOT A BRETONVILLERS";"+";"0";;"FRA"
"17699";"8457";"FR4312017";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêt communale du Russey";"*";"0";;"FRA"
"17700";"8459";"FR5200624";"31";"Site inscrit selon la loi de 1930";"site inscrit de la vallée de l'Erdre";"+";"20";;"FRA"
"17701";"8459";"FR5200624";"32";"Site classé selon la loi de 1930";"site classé de la vallée de l'Erdre";"*";"18";;"FRA"
"17702";"8459";"FR5200624";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbière de Logne";"+";"4";"FR3800316";"FRA"
"17703";"8460";"FR5200627";"11";"Terrain acquis par le Conservatoire du Littoral";"dunes de Pen-Bron";"+";"1";;"FRA"
