"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"36899";"8482";"FR5300015";"6550";"1160-2";"Sables hétérogènes envasés infralittoraux. Bancs de maerl (façade atlantique)";"7,52";"2002,38";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36900";"8482";"FR5300015";"6545";"1170-1";"La roche supralittorale (façade atlantique)";"0,04";"9,9";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36901";"8482";"FR5300015";"6545";"1170-2";"La roche médiolittorale en mode abrité (façade atlantique)";"1,66";"442,4";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36902";"8482";"FR5300015";"6543";"1110-3";"Sables grossiers et graviers, bancs de maerl (façade atlantique)";"27,32";"7271";"B";"Habitats naturels marins (Lepareur F., 2011)";"Les bancs de Maërl occupent une surface de 18.8 Ha"
"36903";"8482";"FR5300015";"6544";"1140-3";"Estrans de sable fin (façade atlantique)";"0";"0";"C";;"un travail reste à accomplir pour préciser les surfaces entre les habitats 1140-3, 1140-4, 1140-5 et 1130-1"
"36904";"8482";"FR5300015";"6556";"1130-1";"Slikke en mer à marées (façade atlantique)";"4";"1065";"B";;
"36905";"8482";"FR5300015";"6553";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0";;"B";;
"36906";"8482";"FR5300015";"16331";"1430-2";"Végétations halo-nitrophiles des colonies d’oiseaux marins, méditerranéennes et thermo-atlantiques";"0";"0,48";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36907";"8482";"FR5300015";"6544";"1140-6";"Sédiments hétérogènes envasés (façade atlantique)";"0";"0";"C";"Habitats naturels marins (Lepareur F., 2011)";
"36908";"8482";"FR5300015";"6551";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0";;"B";;
"36909";"8482";"FR5300015";"6551";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";;"B";;
"36910";"8482";"FR5300015";"6553";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0";;"B";;
"36911";"8482";"FR5300015";"6553";"1230-5";"Pelouses hygrophiles des bas de falaise";"0";;"B";;
"36912";"8482";"FR5300015";"6545";"1170-3";"La roche médiolittorale en mode exposé (façade atlantique)";"0,97";"258,9";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36913";"8482";"FR5300015";"6545";"1170-5";"La roche infralittorale en mode exposé (façade atlantique)";"13,79";"3670,9";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36914";"8482";"FR5300015";"6545";"1170-8";"Les cuvettes ou mares permanentes (façade atlantique)";"0";"0,4";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36915";"8482";"FR5300015";"6545";"1170-9";"Les champs de blocs (façade atlantique)";"0,02";"5,5";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36916";"8482";"FR5300015";"6544";"1140-4";"Sables dunaires (façade atlantique)";"0";"0";"C";;"un travail reste à accomplir pour préciser les surfaces entre les habitats 1140-3, 1140-4, 1140-5 et 1130-1"
"36917";"8482";"FR5300015";"6544";"1140-5";"Estrans de sables grossiers et graviers (façade atlantique)";"0";"0";"C";;"un travail reste à accomplir pour préciser les surfaces entre les habitats 1140-3, 1140-4, 1140-5 et 1130-1"
"36918";"8482";"FR5300015";"6552";"1220-1";"Végétation des hauts de cordons de galets";"0";;"B";;
"36919";"8482";"FR5300015";"16338";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";"0,72";"B";"Habitats forestiers et eco-complexes alluviaux (RNF 2013)";
"36920";"8482";"FR5300015";"6543";"1110-1";"Sables fins propres et légèrement envasés, herbiers à Zostera marina (façade atlantique)";"2,54";"676";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36921";"8482";"FR5300015";"6543";"1110-2";"Sables moyens dunaires (façade atlantique)";"8,45";"2249";"B";"Habitats naturels marins (Lepareur F., 2011)";
"36922";"8482";"FR5300015";"6552";"1220-2";"Végétation des revers internes des cordons de galets";"0";;"B";;
"36923";"8482";"FR5300015";"6553";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";;"B";;
"36924";"8575";"FR7200681";"7667";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,29";"32";"C";;
"36925";"8575";"FR7200681";"7662";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0,01";"0,7";"C";;
"36926";"8575";"FR7200681";"16955";"6420-2";"Prés humides littoraux thermo-atlantiques des Landes et des Charentes";"0,06";"7";"C";;
"36927";"8575";"FR7200681";"7663";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"5,99";"650";"C";;
"36928";"8575";"FR7200681";"16956";"4030-4";"Landes sèches thermo-atlantiques";"0,06";"7";"C";;
"36929";"8575";"FR7200681";"7661";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,57";"62";"B";;
"36930";"8575";"FR7200681";"7669";"2190-1";"Mares dunaires";"0,01";"1";"C";;
"36931";"8575";"FR7200681";"16951";"3160-1";"Mares dystrophes naturelles";"0,01";"1";"C";;
"36932";"8575";"FR7200681";"16952";"3140-2";"Communautés à characées des eaux oligo-mésotrophes faiblement acides à faiblement alcalines";"0,02";"2,5";"B";;
"36933";"8575";"FR7200681";"16953";"6410-7";"Prairies ouvertes acidiphiles atlantiques";"0,01";"1,5";"B";;
"36934";"8575";"FR7200681";"16953";"6410-8";"Prés humides acidiphiles atlantiques amphibies";"0,01";"1,5";"B";;
"36935";"8575";"FR7200681";"16953";"6410-10";"Prés humides acidiphiles thermo-atlantiques sur sol à assèchement estival";"2,3";"250";"B";;
"36936";"8575";"FR7200681";"7666";"9190-1";"Chênaies pédonculées à Molinie bleue";"2,58";"280";"B";;
"36937";"8575";"FR7200681";"14361";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"0,15";"16";"A";;
"36938";"8575";"FR7200681";"14361";"2180-4";"Arrière-dunes boisées à Chêne pédonculé";"0,19";"21";"A";;
"36939";"8575";"FR7200681";"14361";"2180-5";"Aulnaies, saulaies, bétulaies et chênaies pédonculées marécageuses arrière-dunaires";"4,7";"510";"C";;
"36940";"8575";"FR7200681";"7665";"7210-1";"Végétations à Marisque";"6,18";"671";"B";;
"36941";"8575";"FR7200681";"7664";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,16";"17";"A";;
"36942";"8575";"FR7200681";"16954";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"0,01";"1";"B";;
"36943";"8575";"FR7200681";"7670";"9230-3";"Chênaies mélangées du massif landais";"0,5";"54";"B";;
"36944";"8578";"FR7200684";"8420";"9190-1";"Chênaies pédonculées à Molinie bleue";"0,08";"4,04";"C";;
"36945";"8578";"FR7200684";"8422";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,03";"1,4";"B";;
"36946";"8578";"FR7200684";"8418";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,02";"0,99";"C";;
"36947";"8578";"FR7200684";"8417";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,05";"2,37";"C";;
"36948";"8578";"FR7200684";"8419";"4030-7";"Landes atlantiques subsèches";"0,23";"11,39";"B";;"Hésitation avec 4030-8"
"36949";"8578";"FR7200684";"8414";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0";;"C";;
"36950";"8578";"FR7200684";"8414";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"C";;
"36951";"8578";"FR7200684";"8416";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;
"36952";"8578";"FR7200684";"8416";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;
"36953";"8578";"FR7200684";"8423";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0,07";"B";;"HIC 6410-6 ou 6410-7"
"36954";"8579";"FR7200686";"13206";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"1,68";"37,07";"C";;
"36955";"8579";"FR7200686";"13208";"3260-6";"Ruisseaux et petites rivières eutrophes neutres à basiques";"0,1";"2,17";"C";;
"36956";"8579";"FR7200686";"13209";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"0,1";"2,17";"C";;
"36957";"8579";"FR7200686";"13207";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"1,68";"37,07";"C";;
"36958";"8579";"FR7200686";"8427";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"8,87";"195,5";"B";;
"36959";"8579";"FR7200686";"8427";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"9,38";"206,76";"B";;
"36960";"8579";"FR7200686";"8429";"91E0-1";"Saulaies arborescentes à Saule blanc";"0,1";"2,23";"B";;
"36961";"8579";"FR7200686";"8429";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,42";"9,15";"B";;
"36962";"8579";"FR7200686";"8428";"6510-1";"Prairies fauchées thermo-atlantiques méso-hygrophiles du Sud-Ouest";"7,3";"193,32";"C";;
"36963";"8583";"FR7200695";"16352";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0";;"C";;
"36964";"8583";"FR7200695";"16352";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"0";;"C";;
"36965";"8583";"FR7200695";"8174";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;
"36966";"8583";"FR7200695";"8174";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;
"36967";"8583";"FR7200695";"16352";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"C";;
"36968";"8585";"FR7200700";"16156";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"1,27";"85,22";"B";;
"36969";"8585";"FR7200700";"16157";"3260-5";"Rivières eutrophes (d’aval), neutres à basiques, dominées par des Renoncules et des Potamots";"0,19";"12,88";"C";;
"36970";"8585";"FR7200700";"16158";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"1,16";"77,51";"C";;
"36971";"8585";"FR7200700";"16159";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0";;"B";;
"36972";"8585";"FR7200700";"16159";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0,92";"61,64";"B";;
"36973";"8585";"FR7200700";"16159";"6430-5";"Mégaphorbiaies oligohalines";"0,03";"2,08";"C";;
"36974";"8585";"FR7200700";"16160";"91E0-1";"Saulaies arborescentes à Saule blanc";"4,31";"288,4";"C";;
"36975";"8585";"FR7200700";"16159";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,03";"1,68";"C";;
"36976";"8585";"FR7200700";"16162";"91F0-3";"Chênaies-ormaies à Frêne oxyphylle";"0,53";"35,21";"C";;
"36977";"8587";"FR7200714";"15881";"1230-2";"Végétation des fissures des rochers thermo-atlantiques";"0";"0,01";"B";;
"36978";"8587";"FR7200714";"15885";"2130-2";"Dunes grises des côtes atlantiques";"0";;"C";;
"36979";"8587";"FR7200714";"15885";"2130-5";"Pelouses rases annuelles arrière-dunaires";"0";;"C";;
"36980";"8587";"FR7200714";"15886";"2170-1";"Dunes à Saule des dunes";"0";"0,12";"C";;
"36981";"8587";"FR7200714";"15887";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"0";;"C";;
"36982";"8587";"FR7200714";"15887";"2180-3";"Dunes boisées littorales thermo-atlantiques à Chêne liège";"0";;"C";;
"36983";"8587";"FR7200714";"15887";"2180-4";"Arrière-dunes boisées à Chêne pédonculé";"0";;"C";;
"36984";"8587";"FR7200714";"15887";"2180-5";"Aulnaies, saulaies, bétulaies et chênaies pédonculées marécageuses arrière-dunaires";"0";;"C";;
"36985";"8587";"FR7200714";"15888";"2190-3";"Bas-marais dunaires";"0";;"B";;
"36986";"8587";"FR7200714";"15888";"2190-5";"Roselières et cariçaies dunaires";"0";;"B";;
"36987";"8587";"FR7200714";"7403";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"2,12";"273,3";"C";;
"36988";"8587";"FR7200714";"15889";"3120-2";"Pelouses mésohygrophiles oligotrophiques thermo-atlantiques à Isoète épineux et Ophioglosses";"0";"0,4";"B";;
"36989";"8587";"FR7200714";"15890";"3130-2";"Eaux stagnantes à végétation vivace oligotrophique à mésotrophique planitiaire des régions continentales, des Littorelletea uniflorae";"0";;"C";;
"36990";"8587";"FR7200714";"15890";"3130-5";"Communautés annuelles oligotrophiques à mésotrophiques, acidiphiles, de niveau topographique moyen, planitiaires à montagnardes, des Isoeto-Juncetea";"0";;"C";;
"36991";"8587";"FR7200714";"7404";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,53";"68,4";"B";;
"36992";"8587";"FR7200714";"15891";"3160-1";"Mares dystrophes naturelles";"0,02";"2,8";"C";;
"36993";"8587";"FR7200714";"16362";"3260-1";"Rivières (à Renoncules) oligotrophes acides";"0,02";"2,9";"C";;
"36994";"8587";"FR7200714";"15892";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"0,02";"3";"B";;
"36995";"8587";"FR7200714";"7405";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,26";"33,7";"C";;
"36996";"8587";"FR7200714";"15893";"4030-8";"Landes atlantiques fraîches méridionales";"0,04";"5,6";"C";;
"36997";"8587";"FR7200714";"15895";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";;"C";;
"36998";"8587";"FR7200714";"15895";"6410-7";"Prairies ouvertes acidiphiles atlantiques";"0";;"C";;
"36999";"8587";"FR7200714";"15894";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"0,45";"57,7";"C";;
"37000";"8587";"FR7200714";"15896";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0";;"B";;
"37001";"8587";"FR7200714";"15896";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0,04";;"B";;
"37002";"8587";"FR7200714";"7406";"7110-1";"Végétation des tourbières hautes actives";"0";"0,3";"C";;
"37003";"8587";"FR7200714";"7407";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0,01";"1,1";"C";;
"37004";"8587";"FR7200714";"15897";"7140-1";"Tourbières de transition et tremblants";"0";"0,34";"C";;
"37005";"8587";"FR7200714";"7408";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,13";"17";"C";;
"37006";"8587";"FR7200714";"16361";"7210-1";"Végétations à Marisque";"0,69";"89,6";"C";;
"37007";"8587";"FR7200714";"7409";"9190-1";"Chênaies pédonculées à Molinie bleue";"7";"904,05";"B";;
"37008";"8587";"FR7200714";"15898";"91D0-1.1";"Boulaies pubescentes tourbeuses de plaine";"0,01";"1";"B";;
"37009";"8587";"FR7200714";"15883";"1420-1";"Fourrés halophiles thermo-atlantiques";"0,02";"3,09";"B";;
"37010";"8587";"FR7200714";"15884";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0";"0,38";"B";;
"37011";"8587";"FR7200714";"7410";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;
"37012";"8587";"FR7200714";"7410";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;
"37013";"8587";"FR7200714";"15899";"9230-2";"Chênaies à Chêne tauzin et Bouleau de Sologne";"0,04";"5";"B";;
"37014";"8587";"FR7200714";"15882";"1330-2";"Prés salés du schorre moyen";"0,04";"4,89";"B";;
"37015";"8599";"FR7200749";"17126";"8210-21";"Végétation des rochers calcaires de l'étage montagnard, insensible à l’exposition, des Pyrénées";"0,39";"57";"B";;
"37016";"8599";"FR7200749";"17126";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,1";"15,3";"B";;
"37017";"8599";"FR7200749";"17111";"4090-6";"Landes épineuses pyrénéo-cantabriques";"1,5";"221,59";"C";;
"37018";"8599";"FR7200749";"17118";"6430-9";"Végétation vivace herbacée haute hygrophile des étages montagnard à alpin des Mulgedio-Aconitetea des Pyrénées";"0,69";"102";"C";;
"37019";"8599";"FR7200749";"8190";"4030-1";"Landes ibéro-atlantiques thermophiles";"5,69";"840";"C";;
"37020";"8599";"FR7200749";"17118";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,42";"62";"C";;
"37021";"8599";"FR7200749";"17118";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0,16";"23,2";"C";;
"37022";"8599";"FR7200749";"17118";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,02";"3,3";"C";;
"37023";"8599";"FR7200749";"17118";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"2,09";"309";"C";;
"37024";"8599";"FR7200749";"8192";"7110-1";"Végétation des tourbières hautes actives";"0,12";"17,97";"C";;
"37025";"8599";"FR7200749";"17127";"8230-3";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses des Pyrénées";"0,1";"15,01";"C";;
"37026";"8599";"FR7200749";"8199";"91E0-1";"Saulaies arborescentes à Saule blanc";"0";"0,5";"C";;
"37027";"8599";"FR7200749";"8199";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"2,95";"435";"C";;
"37028";"8599";"FR7200749";"17131";"9150-9";"Hêtraies, hêtraies-sapinières à Seslérie bleue des Pyrénées";"0,65";"96,01";"C";;
"37029";"8599";"FR7200749";"17132";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"1,94";"287";"C";;
"37030";"8599";"FR7200749";"8197";"8130-20";"Éboulis carbonatés collinéens à montagnards des Pyrénées occidentales";"0,05";"7,95";"C";;
"37031";"8599";"FR7200749";"17132";"9180-3";"Ormaies à Orme de montagne et Androsème";"0,43";"63";"C";;
"37032";"8599";"FR7200749";"8196";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,01";"1,79";"C";;
"37033";"8599";"FR7200749";"17126";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0,2";"29";"B";;
"37034";"8599";"FR7200749";"17126";"8210-18";"Falaises calcaires ombragées collinéennes à montagnardes, de la Bourgogne, du Jura, des Préalpes et des Pyrénées centrales";"0,77";"114";"B";;
"37035";"8599";"FR7200749";"8195";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0";"0,01";"A";;
"37036";"8599";"FR7200749";"8189";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,1";"15,31";"C";;
"37037";"8599";"FR7200749";"17113";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"3,47";"512,1";"C";;
